PG.ProteinGroups,PG.ProteinAccessions,PG.Genes,PG.Organisms,PG.ProteinDescriptions,PG.ProteinNames,PG.Database,PG.CV,[1] 20231022_AL_HBSS_pooled_DIA1.raw.PG.Quantity,[2] 20231022_AL_HBSS_pooled_DIA2.raw.PG.Quantity,[3] 20231022_AL_HBSS_pooled_DIA3.raw.PG.Quantity,[4] 20231022_AL_HBSSbaf_pooled_DIAbaf1.raw.PG.Quantity,[5] 20231022_AL_HBSSbaf_pooled_DIAbaf2.raw.PG.Quantity,[6] 20231022_AL_HBSSbaf_pooled_DIAbaf3.raw.PG.Quantity,[1] 20231022_AL_HBSS_pooled_DIA1.raw.PG.Log2Quantity,[2] 20231022_AL_HBSS_pooled_DIA2.raw.PG.Log2Quantity,[3] 20231022_AL_HBSS_pooled_DIA3.raw.PG.Log2Quantity,[4] 20231022_AL_HBSSbaf_pooled_DIAbaf1.raw.PG.Log2Quantity,[5] 20231022_AL_HBSSbaf_pooled_DIAbaf2.raw.PG.Log2Quantity,[6] 20231022_AL_HBSSbaf_pooled_DIAbaf3.raw.PG.Log2Quantity
Q96EK5,Q96EK5,KIF1BP,Homo sapiens,KIF1-binding protein,KBP_HUMAN,sp,0.057014161,42392.63672,44585.67969,39403.42969,38008.01953,42001.73438,40435.64844,15.37152608,15.44429279,15.26603359,15.21401623,15.35816128,15.30334013
Q96EK6,Q96EK6,GNPNAT1,Homo sapiens,Glucosamine 6-phosphate N-acetyltransferase,GNA1_HUMAN,sp,0.087798437,31871.75195,26936.03516,33182.50391,34826.83203,30021.47461,30509.72852,14.9599907,14.71724989,15.01813513,15.08791163,14.87370722,14.89698172
Q96EK7,Q96EK7,FAM120B,Homo sapiens,Constitutive coactivator of peroxisome proliferator-activated receptor gamma,F120B_HUMAN,sp,0.126289405,3351.858398,2902.981689,3701.426025,3221.787109,2541.017334,3295.864014,11.71074549,11.50331976,11.85386548,11.65364545,11.3111905,11.686441
Q96EK9,Q96EK9,KTI12,Homo sapiens,Protein KTI12 homolog,KTI12_HUMAN,sp,0.138536422,7266.419434,5648.182617,7323.335449,8346.075195,7118.769043,8469.083984,12.82702893,12.46357102,12.83828517,13.0268822,12.79741208,13.04799022
Q96EL2,Q96EL2,MRPS24,Homo sapiens,"28S ribosomal protein S24, mitochondrial",RT24_HUMAN,sp,0.078939902,21569.02539,25803.69922,22457.41602,24942.51367,23610.68359,26377.13086,14.39667337,14.65529028,14.45490432,14.60631924,14.52715219,14.68700003
Q96EL3,Q96EL3,MRPL53,Homo sapiens,"39S ribosomal protein L53, mitochondrial",RM53_HUMAN,sp,0.02849804,164270.4219,174565.9844,167370.1406,161435,170599.9219,164787.0469,17.32571321,17.41341294,17.35268264,17.30059387,17.38025746,17.33024332
Q96EM0,Q96EM0,L3HYPDH,Homo sapiens,Trans-3-hydroxy-L-proline dehydratase,T3HPD_HUMAN,sp,0.136682037,13119.27441,14363.34082,14383.95508,19118.57031,16431.67578,16371.88379,13.67940031,13.81010373,13.8121728,14.22268702,14.004192,13.99893271
Q96EP5,Q96EP5,DAZAP1,Homo sapiens,DAZ-associated protein 1,DAZP1_HUMAN,sp,0.038085332,187572.1719,194200.6719,183692.3125,186925.5625,174530.5469,178406.6094,17.51708628,17.56718867,17.48693173,17.51210435,17.41312004,17.44480954
Q96ER3,Q96ER3,SAAL1,Homo sapiens,Protein SAAL1,SAAL1_HUMAN,sp,0.035035101,9878.689453,10261.35254,10360.0332,10104.41699,9381.486328,9914.956055,13.27010395,13.32493328,13.33874101,13.30269846,13.19560079,13.27539066
Q96ER9,Q96ER9,CCDC51,Homo sapiens,Coiled-coil domain-containing protein 51,CCD51_HUMAN,sp,0.07253843,40635.49219,33384,39006.21484,37180.00781,35022.90234,35734.20313,15.31045275,15.02686921,15.25141639,15.18223945,15.09601102,15.125018
Q96ES6,Q96ES6,MFSD3,Homo sapiens,Major facilitator superfamily domain-containing protein 3,MFSD3_HUMAN,sp,0.264369274,NaN,3952.080078,4851.499512,4412.495117,5377.004883,7498.774902,NaN,11.94839646,12.24421501,12.10737897,12.39258707,12.8724392
Q96ES7,Q96ES7,SGF29,Homo sapiens,SAGA-associated factor 29,SGF29_HUMAN,sp,0.201339552,28735.80078,21151.94141,21944.26953,15449.19629,21691.5332,19567.04688,14.81056163,14.36850247,14.42155663,13.91524417,14.40484441,14.25613842
Q96EU6,Q96EU6,RRP36,Homo sapiens,Ribosomal RNA processing protein 36 homolog,RRP36_HUMAN,sp,0.115589039,18611.49609,17135.0332,15311.81445,16112.33594,13817.34082,14113.37793,14.18390641,14.06466137,13.90235763,13.97587805,13.75419237,13.78477571
Q96EU7,Q96EU7,C1GALT1C1,Homo sapiens,C1GALT1-specific chaperone 1,C1GLC_HUMAN,sp,0.10095243,9967.931641,10959.96387,10018.66113,11839.5459,9178.067383,9247.6875,13.28307846,13.41995542,13.2904021,13.53132613,13.16397468,13.17487693
Q96EV2,Q96EV2,RBM33,Homo sapiens,RNA-binding protein 33,RBM33_HUMAN,sp,0.055581812,23590.45898,23197.78516,23379.60547,21893.38672,24571.13867,21018.74023,14.52591587,14.50169945,14.51296296,14.41820752,14.5846771,14.35938858
Q96EX1,Q96EX1,SMIM12,Homo sapiens,Small integral membrane protein 12,SIM12_HUMAN,sp,0.300051869,5233.819336,5751.220215,6477.959961,3029.671143,5653.915039,8330.226563,12.35364841,12.48965236,12.66132384,11.56494549,12.46503449,13.02414002
Q96EY1,Q96EY1,DNAJA3,Homo sapiens,"DnaJ homolog subfamily A member 3, mitochondrial",DNJA3_HUMAN,sp,0.058759322,148746.1875,141159.4688,146220.7344,131072.9688,129661.1563,133429.0938,17.18249317,17.10696638,17.15778838,17.00001066,16.98438682,17.02571375
Q96EY4,Q96EY4,TMA16,Homo sapiens,Translation machinery-associated protein 16,TMA16_HUMAN,sp,0.086247089,41483.49219,45911.67578,39980.42969,40711.10547,35009.59766,39941.33984,15.34024973,15.48657347,15.28700636,15.31313478,15.09546286,15.28559511
Q96EY5,Q96EY5,MVB12A,Homo sapiens,Multivesicular body subunit 12A,MB12A_HUMAN,sp,0.395614605,677.9890747,2625.813232,1786.333008,2935.746582,3057.303955,2501.019043,9.405118215,11.35854859,10.80278534,11.51951172,11.57804428,11.28830033
Q96EY7,Q96EY7,PTCD3,Homo sapiens,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial",PTCD3_HUMAN,sp,0.037936482,50372.80469,47148.60156,46959.66797,49782.60938,51057.66406,47229.16406,15.62035744,15.52492736,15.51913459,15.60335423,15.63983991,15.52739038
Q96EY8,Q96EY8,MMAB,Homo sapiens,"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial",MMAB_HUMAN,sp,0.040466226,23458.36133,24725.86328,24595.1543,23951.23438,22233.25977,24646.27148,14.51781462,14.59373327,14.58608649,14.54781239,14.44043187,14.58908179
Q96EZ8,Q96EZ8,MCRS1,Homo sapiens,Microspherule protein 1,MCRS1_HUMAN,sp,1.049998821,540.2677612,NaN,624.4309082,1901.586182,1.328847647,NaN,9.077530786,NaN,9.28639814,10.89298761,0.410175708,NaN
Q96F63,Q96F63,CCDC97,Homo sapiens,Coiled-coil domain-containing protein 97,CCD97_HUMAN,sp,0.364638574,13556.55176,9513.356445,18585.06055,10314.04004,6968.556641,9162.710938,13.72670264,13.21573872,14.18185577,13.33232193,12.76664415,13.16155879
Q96FF9,Q96FF9,CDCA5,Homo sapiens,Sororin,CDCA5_HUMAN,sp,0.094109003,10276.29492,8863.433594,11853.49609,10886.63086,10135.95313,10565.83594,13.32703258,13.11364998,13.53302501,13.41026992,13.30719414,13.36711929
Q96FH0,Q96FH0,MEF2BNB,Homo sapiens,Protein MEF2BNB,MF2NB_HUMAN,sp,0.14299371,11795.09668,11562.09766,9331.05957,8163.40918,10877.60938,11821.33984,13.52589962,13.49711554,13.1878252,12.99495606,13.4090739,13.52910594
Q96FJ2,Q96FJ2,DYNLL2,Homo sapiens,"Dynein light chain 2, cytoplasmic",DYL2_HUMAN,sp,0.106166319,32942.39844,29859.27148,31305.19531,28670.32422,37986.80469,29919.83984,15.00765798,14.86589135,14.93411448,14.8072706,15.21321074,14.86881483
Q96FK6,Q96FK6,WDR89,Homo sapiens,WD repeat-containing protein 89,WDR89_HUMAN,sp,0.335389671,5723.250977,6004.555176,7142.480469,2223.856201,4488.20166,4607.560059,12.48261916,12.55184166,12.80220947,11.11884779,12.13192178,12.16978726
Q96FL8,Q96FL8,SLC47A1,Homo sapiens,Multidrug and toxin extrusion protein 1,S47A1_HUMAN,sp,0.120121397,20173.50977,15856.44336,14441.94531,16844.8457,17963.40625,18921.83008,14.30017448,13.95278159,13.81797746,14.04001959,14.13277332,14.20776401
Q96FL9,Q96FL9,GALNT14,Homo sapiens,Polypeptide N-acetylgalactosaminyltransferase 14,GLT14_HUMAN,sp,0.461141278,453.440094,213.0285797,728.4249268,1055.463867,1016.385559,767.7406616,8.824768152,7.734903184,9.508636482,10.04366147,9.989232067,9.584475249
Q96FN4,Q96FN4,CPNE2,Homo sapiens,Copine-2,CPNE2_HUMAN,sp,0.139074741,14027.87598,11426.79492,15265.23633,15170.41602,17493.5957,16255.80566,13.77600896,13.48013318,13.8979623,13.88897303,14.09453924,13.98866744
Q96FQ6,Q96FQ6,S100A16,Homo sapiens,Protein S100-A16,S10AG_HUMAN,sp,0.018251357,94364.53125,91994.54688,94453.39063,92165.39844,95721.49219,96038.78906,16.52595708,16.48926073,16.52731497,16.4919376,16.54655527,16.55132959
Q96FV2,Q96FV2,SCRN2,Homo sapiens,Secernin-2,SCRN2_HUMAN,sp,0.098901852,14126.93457,12086.0459,11140.12109,13550.46875,11382.47949,13422.29688,13.78616083,13.56105471,13.44347729,13.72605514,13.47452724,13.71234395
Q96FV9,Q96FV9,THOC1,Homo sapiens,THO complex subunit 1,THOC1_HUMAN,sp,0.02309927,53621.49219,53794.38672,51337.80859,52749.01172,55016.77344,53730.57031,15.71052375,15.71516802,15.64773409,15.68685644,15.74758391,15.71345553
Q96FW1,Q96FW1,OTUB1,Homo sapiens,Ubiquitin thioesterase OTUB1,OTUB1_HUMAN,sp,0.012634577,72051.64844,70129.35938,70835.09375,69949.07031,71370.05469,69802.57031,16.13674382,16.09773093,16.11217667,16.09401726,16.12303126,16.09099254
Q96FX7,Q96FX7,TRMT61A,Homo sapiens,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A,TRM61_HUMAN,sp,0.033808537,27031.4707,29083.92578,28467.04883,29878.50195,29086.87891,28267.67773,14.72235239,14.8279344,14.79700532,14.8668202,14.82808088,14.78686575
Q96FZ2,Q96FZ2,HMCES,Homo sapiens,Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein,HMCES_HUMAN,sp,0.146062,14425.88281,12419.58887,17766.17969,13931.66211,12601.72656,12597.35156,13.81637199,13.6003298,14.11684587,13.76607977,13.62133379,13.62083284
Q96FZ7,Q96FZ7,CHMP6,Homo sapiens,Charged multivesicular body protein 6,CHMP6_HUMAN,sp,0.057150008,39574.57813,40105.15234,34883.62891,40743.35938,36973.19141,38559.67578,15.27228635,15.29149997,15.09026251,15.31427732,15.17419196,15.2348053
Q96G03,Q96G03,PGM2,Homo sapiens,Phosphoglucomutase-2,PGM2_HUMAN,sp,0.07939835,24011.15625,27968.9043,27164.95898,23269.68164,23430.63867,24843.37305,14.55141726,14.77153612,14.72945925,14.50616385,14.51610866,14.60057344
Q96G21,Q96G21,IMP4,Homo sapiens,U3 small nucleolar ribonucleoprotein protein IMP4,IMP4_HUMAN,sp,0.065837755,77703.39844,83466.30469,90849.19531,87989.40625,80107.73438,77884.78125,16.24569008,16.34890628,16.47118612,16.42504222,16.28965392,16.24905383
Q96G23,Q96G23,CERS2,Homo sapiens,Ceramide synthase 2,CERS2_HUMAN,sp,0.081216983,131037.2578,137245.4219,124973.4609,119357,121296.5938,108177.7422,16.99961755,17.0663985,16.93126223,16.86492365,16.88817951,16.72304417
Q96G25,Q96G25,MED8,Homo sapiens,Mediator of RNA polymerase II transcription subunit 8,MED8_HUMAN,sp,0.19591006,3188.229492,4405.480957,2606.884521,3330.206299,2720.8396,3333.997559,11.63853976,12.10508381,11.34811096,11.70139584,11.40983619,11.70303733
Q96G46,Q96G46,DUS3L,Homo sapiens,tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like,DUS3L_HUMAN,sp,0.043962298,22102.91406,22764.51563,23911.44922,21330.21289,23257.01172,23789.44727,14.43194897,14.47449914,14.54541395,14.38061074,14.50537812,14.53803413
Q96GA3,Q96GA3,LTV1,Homo sapiens,Protein LTV1 homolog,LTV1_HUMAN,sp,0.112401255,19987.77148,20035.30078,20994.99219,19713.48828,16025.05859,16318.28516,14.28683001,14.29025655,14.35775763,14.26689546,13.96804201,13.99420184
Q96GA7,Q96GA7,SDSL,Homo sapiens,Serine dehydratase-like,SDSL_HUMAN,sp,0.046885059,28906.47656,29218.9375,28408.13086,29997.30469,26617.89453,30466.7207,14.81910515,14.8346161,14.79401629,14.87254526,14.70010884,14.8949466
Q96GC5,Q96GC5,MRPL48,Homo sapiens,"39S ribosomal protein L48, mitochondrial",RM48_HUMAN,sp,0.200835942,71805.5625,63936.44141,62661.15625,40079.89063,53663.78516,49453.41016,16.13180799,15.96435083,15.93528377,15.29059095,15.7116612,15.59378239
Q96GC9,Q96GC9,VMP1,Homo sapiens,Vacuole membrane protein 1,VMP1_HUMAN,sp,0.044450686,28277.48438,28811.17383,28130.68164,29383.57813,25776.55859,27630.82031,14.78736616,14.81434082,14.77985689,14.84272247,14.65377204,14.75399077
Q96GD4,Q96GD4,AURKB,Homo sapiens,Aurora kinase B,AURKB_HUMAN,sp,0.132490577,20545.21875,23693.85547,20859.4707,25621.45898,25926.97461,28876.76172,14.32651507,14.53222535,14.34841493,14.64506501,14.66216625,14.81762134
Q96GG9,Q96GG9,DCUN1D1,Homo sapiens,DCN1-like protein 1,DCNL1_HUMAN,sp,0.046985558,33678.82422,36070.31641,37658.20703,34345.65234,35981.69922,33407.05859,15.03955415,15.13852446,15.20067669,15.06783987,15.1349757,15.02786534
Q96GK7,Q96GK7,FAHD2A,Homo sapiens,Fumarylacetoacetate hydrolase domain-containing protein 2A,FAH2A_HUMAN,sp,0.021855889,23945.41797,23155.63672,23192.83398,24328.0332,23202.78906,24017.36914,14.547462,14.49907581,14.5013915,14.57033207,14.50201061,14.55179051
Q96GM5,Q96GM5,SMARCD1,Homo sapiens,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1,SMRD1_HUMAN,sp,0.023639236,32600.12695,32986.51563,31285.91016,32858.00391,32648.62109,31356.01367,14.99258996,15.00958877,14.93322545,15.00395722,14.99473444,14.93645454
Q96GM8,Q96GM8,TOE1,Homo sapiens,Target of EGR1 protein 1,TOE1_HUMAN,sp,0.076134754,21911.13867,24899.47266,27124.16992,24745.38086,23819.82617,26585.04688,14.41937684,14.60382757,14.72729137,14.59487163,14.53987526,14.69832739
Q96GQ5,Q96GQ5,C16orf58,Homo sapiens,RUS1 family protein C16orf58,RUS1_HUMAN,sp,0.059610928,53661.43359,57182.19141,61786.16406,52973.57422,55408.79688,53607.5,15.71159798,15.80327829,15.91499619,15.69298523,15.75782742,15.71014724
Q96GQ7,Q96GQ7,DDX27,Homo sapiens,Probable ATP-dependent RNA helicase DDX27,DDX27_HUMAN,sp,0.022399706,87532.52344,88293.79688,91567.82813,85687.72656,89154.01563,89539.14844,16.41753154,16.43002446,16.48255318,16.38680096,16.44401216,16.45023098
Q96GS4,Q96GS4,C17orf59,Homo sapiens,Uncharacterized protein C17orf59,CQ059_HUMAN,sp,0.459603423,4269.352051,6087.880371,6998.47998,2076.404297,4179.766113,2253.095947,12.05980142,12.57172429,12.7728259,11.01987166,12.0292065,11.13769304
Q96H20,Q96H20,SNF8,Homo sapiens,Vacuolar-sorting protein SNF8,SNF8_HUMAN,sp,0.042811513,20656.1875,21282.88086,20819.04102,21041.29297,18893.14258,21135.06641,14.33428638,14.37740583,14.345616,14.36093574,14.20557507,14.36735102
Q96H55,Q96H55,MYO19,Homo sapiens,Unconventional myosin-XIX,MYO19_HUMAN,sp,0.16468419,15300.1709,16815.72852,13706.8877,13602.39355,13892.08789,9958.333984,13.90126015,14.03752366,13.74261341,13.73157292,13.76197582,13.28168869
Q96H78,Q96H78,SLC25A44,Homo sapiens,Solute carrier family 25 member 44,S2544_HUMAN,sp,0.255480765,4504.54248,2740.967773,4537.412109,6150.627441,4535.64209,3779.822998,12.13716487,11.42046965,12.14765398,12.58651788,12.14709109,11.88410296
Q96H79,Q96H79,ZC3HAV1L,Homo sapiens,Zinc finger CCCH-type antiviral protein 1-like,ZCCHL_HUMAN,sp,0.201920444,9624.695313,9623.826172,6458.806152,6643.618652,10739.77051,8535.863281,13.23252515,13.23239487,12.65705181,12.69775355,13.39067555,13.05932135
Q96HA1,Q96HA1,POM121,Homo sapiens,Nuclear envelope pore membrane protein POM 121,P121A_HUMAN,sp,0.138644412,13853.12695,19742.73633,14886.56934,18369.17773,18866.33203,16276.56738,13.75792404,14.26903434,13.8617237,14.16499943,14.20352634,13.99050886
Q96HC4,Q96HC4,PDLIM5,Homo sapiens,PDZ and LIM domain protein 5,PDLI5_HUMAN,sp,0.041899988,73421.04688,80690.41406,75228.09375,76298.5625,73700.91406,71617.77344,16.16390606,16.30010967,16.19898391,16.21936826,16.16939489,16.12803005
Q96HE7,Q96HE7,ERO1A,Homo sapiens,ERO1-like protein alpha,ERO1A_HUMAN,sp,0.010331361,155737.7813,152999.5156,153724.3594,152353.5,153572.625,150980.9531,17.24875945,17.22316756,17.22998627,17.21706312,17.22856155,17.20400703
Q96HJ9,Q96HJ9,C7orf55,Homo sapiens,UPF0562 protein C7orf55,CG055_HUMAN,sp,0.077975841,122227.6719,114274.6641,125090.0859,103909.4375,104719.8594,110204.7656,16.89921142,16.80214605,16.93260793,16.66496717,16.67617554,16.74982709
Q96HN2,Q96HN2,AHCYL2,Homo sapiens,Adenosylhomocysteinase 3,SAHH3_HUMAN,sp,0.14627462,12879.78711,14195.63184,13937.78906,11103.08594,9817.362305,10987.47461,13.65282113,13.79315944,13.76671411,13.43867309,13.26111974,13.42357221
Q96HP4,Q96HP4,OXNAD1,Homo sapiens,Oxidoreductase NAD-binding domain-containing protein 1,OXND1_HUMAN,sp,0.194032384,3108.335693,2966.343994,4900.736816,4248.641113,4141.682617,3572.921143,11.6019266,11.5344702,12.25878296,12.05278577,12.01600129,11.80288836
Q96HQ2,Q96HQ2,CDKN2AIPNL,Homo sapiens,CDKN2AIP N-terminal-like protein,C2AIL_HUMAN,sp,0.098333034,46547.91406,51600.65234,60939.04688,48948.32422,52383.33594,48767.14844,15.5064289,15.65510168,15.89507932,15.57897185,15.67682032,15.573622
Q96HR3,Q96HR3,MED30,Homo sapiens,Mediator of RNA polymerase II transcription subunit 30,MED30_HUMAN,sp,0.371437481,6558.99707,16792.63672,10679.9541,8879.189453,14759.84863,7808.190918,12.67925952,14.03554115,13.38261783,13.11621227,13.84939031,12.93077261
Q96HR8,Q96HR8,NAF1,Homo sapiens,H/ACA ribonucleoprotein complex non-core subunit NAF1,NAF1_HUMAN,sp,0.142124939,11123.74512,11080.42773,13591.47168,15326.45898,14415.17285,11638.7627,13.44135497,13.43572595,13.73041406,13.9037368,13.81530052,13.50665007
Q96HR9,Q96HR9,REEP6,Homo sapiens,Receptor expression-enhancing protein 6,REEP6_HUMAN,sp,0.257859061,5272.533203,5321.369629,2830.567139,6527.156738,4227.022461,5631.591309,12.36428056,12.3775819,11.46687543,12.67223897,12.04542606,12.45932692
Q96HS1,Q96HS1,PGAM5,Homo sapiens,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",PGAM5_HUMAN,sp,0.024013736,418818.6875,448554.5313,427853.9375,422874.3125,426614.1875,429250.9063,18.67596629,18.77492386,18.70675884,18.6898694,18.70257242,18.71146165
Q96HV5,Q96HV5,TMEM41A,Homo sapiens,Transmembrane protein 41A,TM41A_HUMAN,sp,0.199111046,13862.31152,15141.38965,10061.51367,10093.64063,10092.39648,10190.15918,13.75888022,13.88621,13.29655974,13.30115901,13.30098117,13.31488897
Q96HW7,Q96HW7,INTS4,Homo sapiens,Integrator complex subunit 4,INT4_HUMAN,sp,0.061548097,12121.19336,13174.5791,14655.71582,13771.44727,13622.9502,13638.55078,13.56524412,13.68546925,13.83917581,13.74939256,13.73375155,13.73540273
Q96HY6,Q96HY6,DDRGK1,Homo sapiens,DDRGK domain-containing protein 1,DDRGK_HUMAN,sp,0.074827286,50782.70703,58293.85547,49155.00391,48508.35938,50006.06641,48060.71875,15.63204968,15.8310562,15.58505067,15.56594577,15.6098155,15.5525706
Q96HY7,Q96HY7,DHTKD1,Homo sapiens,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",DHTK1_HUMAN,sp,0.077016322,28415.88281,30495.65039,24309.08789,29478.19531,27705.50781,29420.87109,14.79440992,14.89631586,14.56920814,14.84736058,14.75788519,14.84455234
Q96HZ4,Q96HZ4,HES6,Homo sapiens,Transcription cofactor HES-6,HES6_HUMAN,sp,0.063954962,22235.66992,20841.12305,21348.42969,20526.66406,18910.35547,19015.54688,14.44058825,14.3471454,14.38184233,14.32521156,14.20688886,14.21489181
Q96I15,Q96I15,SCLY,Homo sapiens,Selenocysteine lyase,SCLY_HUMAN,sp,0.457176579,2643.685547,1603.795776,1985.401123,1611.245728,1119.711426,528.1794434,11.36833487,10.64727473,10.9552148,10.65396082,10.12891125,9.044884343
Q96I24,Q96I24,FUBP3,Homo sapiens,Far upstream element-binding protein 3,FUBP3_HUMAN,sp,0.023209072,138983.8125,140352.875,141983.4844,133913.8438,138731.6094,134564.8906,17.08455734,17.09869909,17.1153636,17.03094559,17.08193701,17.03794252
Q96I25,Q96I25,RBM17,Homo sapiens,Splicing factor 45,SPF45_HUMAN,sp,0.044468502,72790.46875,80663.89844,77562.10156,81476.875,75496.78125,74734.86719,16.15146193,16.29963551,16.24306427,16.31410303,16.20412752,16.18949386
Q96I36,Q96I36,COX14,Homo sapiens,Cytochrome c oxidase assembly protein COX14,COX14_HUMAN,sp,0.063103685,84482.57031,83650.78125,72124.92969,74897.88281,76028.20313,78000.23438,16.36636611,16.35209139,16.13821039,16.19263732,16.21424707,16.25119084
Q96I51,Q96I51,WBSCR16,Homo sapiens,Williams-Beuren syndrome chromosomal region 16 protein,WBS16_HUMAN,sp,0.029447242,46405.42188,47560.71094,46923.16797,44560.93359,45275.88672,48172.78906,15.50200576,15.53748266,15.5180128,15.44349184,15.46645528,15.55593083
Q96I59,Q96I59,NARS2,Homo sapiens,"Probable asparagine--tRNA ligase, mitochondrial",SYNM_HUMAN,sp,0.062557207,31275.61523,27900.92773,27292,27208.87891,26791.73438,26589.21094,14.93275064,14.76802547,14.7361905,14.73178989,14.70950036,14.69855334
Q96I99,Q96I99,SUCLG2,Homo sapiens,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",SUCB2_HUMAN,sp,0.017708046,162263.5469,157886,159877.125,155628.0938,161818.0313,162855.9688,17.3079794,17.26852373,17.28660401,17.24774299,17.30401285,17.31323707
Q96IJ6,Q96IJ6,GMPPA,Homo sapiens,Mannose-1-phosphate guanyltransferase alpha,GMPPA_HUMAN,sp,0.543535205,18054.6543,7943.116211,10419.89258,6720.475586,5299.19873,5232.261719,14.14008318,12.9554894,13.34705278,12.71434762,12.37155852,12.35321899
Q96IK0,Q96IK0,TMEM101,Homo sapiens,Transmembrane protein 101,TM101_HUMAN,sp,0.167358415,22688.04688,16407.52539,16169.65527,17319.58008,14527.25098,15719.51465,14.4696448,14.00207005,13.9810013,14.08011633,13.8264741,13.94026905
Q96IU4,Q96IU4,ABHD14B,Homo sapiens,Protein ABHD14B,ABHEB_HUMAN,sp,0.065487145,28281.28125,30733.31836,27651.63477,27165.09766,27266.85352,31521.18359,14.78755986,14.90751593,14.75507715,14.72946661,14.73486061,14.94403409
Q96IW7,Q96IW7,SEC22A,Homo sapiens,Vesicle-trafficking protein SEC22a,SC22A_HUMAN,sp,0.11492416,11156.27832,10120.52441,10299.56152,12550.10938,13262.68164,12753.27246,13.44556821,13.30499643,13.3302953,13.61541232,13.69508489,13.63857987
Q96IX5,Q96IX5,USMG5,Homo sapiens,Up-regulated during skeletal muscle growth protein 5,USMG5_HUMAN,sp,0.049591946,147896.2656,155783.2344,160689.1719,168718.2344,151530.8438,164042.8906,17.1742261,17.24918045,17.29391319,17.36425638,17.20925196,17.32371355
Q96IY1,Q96IY1,NSL1,Homo sapiens,Kinetochore-associated protein NSL1 homolog,NSL1_HUMAN,sp,0.126648384,20125.75195,15740.82227,21377.125,17490.60547,15743.87402,18370.96289,14.29675507,13.94222329,14.38378022,14.09429261,13.94250296,14.16513963
Q96IZ0,Q96IZ0,PAWR,Homo sapiens,PRKC apoptosis WT1 regulator protein,PAWR_HUMAN,sp,0.0399013,39984.32813,39332.81641,37389.98047,37610.5,38511.14844,35740.05469,15.28714703,15.26344587,15.1903641,15.19884787,15.23298853,15.12525422
Q96J01,Q96J01,THOC3,Homo sapiens,THO complex subunit 3,THOC3_HUMAN,sp,0.040307358,79560.01563,81966.16406,86588.07031,80785.89844,87308.09375,86348.64844,16.27975594,16.32274086,16.40188065,16.30181587,16.41382778,16.39788598
Q96J02,Q96J02,ITCH,Homo sapiens,E3 ubiquitin-protein ligase Itchy homolog,ITCH_HUMAN,sp,0.147869548,24783.61133,28516.3125,21100.83203,33106.4375,26929.5918,27161.24805,14.5970988,14.79949982,14.36501227,15.01482415,14.71690474,14.72926215
Q96J42,Q96J42,TXNDC15,Homo sapiens,Thioredoxin domain-containing protein 15,TXD15_HUMAN,sp,0.139919641,13764.53125,11526.81934,14511.48047,17489.8457,14291.59766,13072.08496,13.74866786,13.49270686,13.82490709,14.09422994,13.80287958,13.67420164
Q96J65,Q96J65,ABCC12,Homo sapiens,Multidrug resistance-associated protein 9,MRP9_HUMAN,sp,0.046144405,82654.70313,85969.82031,94551.82031,88409.13281,87462.45313,85263.17969,16.33480929,16.39154267,16.52881761,16.43190779,16.41637619,16.37963524
Q96J84,Q96J84,KIRREL,Homo sapiens,Kin of IRRE-like protein 1,KIRR1_HUMAN,sp,0.37746964,2544.22168,2164.760498,2861.961426,2824.836914,2994.250977,640.6535645,11.31300866,11.0799917,11.48278851,11.46395186,11.54797944,9.323400615
Q96JB1,Q96JB1,DNAH8,Homo sapiens,"Dynein heavy chain 8, axonemal",DYH8_HUMAN,sp,0.179721,35571.46094,36655.23047,37285.77344,28270.7793,24549.375,26534.44336,15.11843261,15.16173146,15.18633765,14.78702403,14.58339868,14.69557866
Q96JB2,Q96JB2,COG3,Homo sapiens,Conserved oligomeric Golgi complex subunit 3,COG3_HUMAN,sp,0.097853916,16456.53711,14553.97266,15013.37207,14595.72461,12392.38965,13299.68555,14.00637317,13.82912538,13.87396043,13.83325822,13.59716679,13.69910452
Q96JB5,Q96JB5,CDK5RAP3,Homo sapiens,CDK5 regulatory subunit-associated protein 3,CK5P3_HUMAN,sp,0.056842903,65633.25781,58589.32813,60571.07031,55253.51563,58829.17969,60235.11328,16.00213942,15.83835029,15.88634128,15.75377864,15.8442443,15.87831711
Q96JH7,Q96JH7,VCPIP1,Homo sapiens,Deubiquitinating protein VCIP135,VCIP1_HUMAN,sp,0.059090833,15507.68066,17468.02148,14921.32813,16348.8252,15213.26855,15497.37305,13.92069531,14.09242859,13.86508833,13.99689935,13.89304253,13.91973607
