PG.ProteinGroups,PG.Genes,[1] 20231022_AL_HBSS_pooled_DIA1.raw.PG.Quantity,[2] 20231022_AL_HBSS_pooled_DIA2.raw.PG.Quantity,[3] 20231022_AL_HBSS_pooled_DIA3.raw.PG.Quantity,[4] 20231022_AL_HBSSbaf_pooled_DIAbaf1.raw.PG.Quantity,[5] 20231022_AL_HBSSbaf_pooled_DIAbaf2.raw.PG.Quantity,[6] 20231022_AL_HBSSbaf_pooled_DIAbaf3.raw.PG.Quantity
O15260,SURF4,30324.974609375,26469.10546875,31310.41015625,26368.14453125,32138.08984375,31582.1171875
O15269,SPTLC1,128313.5234375,111792.7421875,130931.90625,137532.265625,143823.765625,142305.140625
O15270,SPTLC2,87140.8671875,78646.265625,82855.859375,83515.640625,84672.3046875,82669.2421875
O15294,OGT,78979.65625,71478.40625,78208.9921875,78736.8984375,84935.625,85965.5546875
O15305,PMM2,97786.2265625,91468.7421875,99362.3203125,96882.046875,102096.71875,103405.1796875
O15344,MID1,29341.763671875,27104.146484375,30983.80859375,34216.06640625,31187.46484375,32749.1953125
O15347,HMGB3,189913.984375,178180.28125,191244.671875,203200.9375,216526.65625,207875.046875
O15355,PPM1G,252604.453125,233905.953125,250226.53125,247682.34375,256161.9375,260271.453125
O15357,INPPL1,7440.43603515625,6022.7216796875,6351.4677734375,6926.529296875,7339.6201171875,7369.25732421875
O15371,EIF3D,227060.578125,218921.65625,228869.859375,233593.359375,242474.109375,245895.359375
O15372,EIF3H,440906.84375,399673.03125,424099.3125,452638.15625,448516.59375,454185.65625
O15379,HDAC3,3500.397705078125,1130.6163330078125,1195.996337890625,533.1770629882812,1743.9962158203125,1134.744140625
O15381,NVL,24706.91015625,25080.25,24311.501953125,26127.306640625,26263.904296875,26896.90234375
O15382,BCAT2,100308.234375,88956.4375,97400.453125,96428.75,104734.84375,101619.265625
O15392,BIRC5,1465.156005859375,239.98480224609375,970.1795043945312,NaN,1214.8121337890625,399.6687316894531
O15397,IPO8,11540.1748046875,10042.296875,10184.6357421875,10721.6474609375,10102.38671875,10625.6689453125
O15400,STX7,70545.7578125,81795.4375,71645.09375,88332.515625,91399.6171875,91795.2734375
O15427,SLC16A3,71643.1328125,64142.49609375,77592.359375,71989.2421875,67805.0625,66871.0078125
O15431,SLC31A1,8526.146484375,10353.20703125,10078.7802734375,8633.54296875,10649.501953125,9265.646484375
O15438,ABCC3,59242.4609375,58265.3046875,62291.6875,64834.34375,66971.4921875,69403.71875
O15439,ABCC4,296953.25,264654.21875,293512.21875,283101.875,265762.9375,264100.59375
O15446,CD3EAP,53413.50390625,43231.921875,46211.7890625,56952.046875,61041.015625,56426.5390625
O15460,P4HA2,62235.48046875,56026.6171875,61799.02734375,63161.12109375,67280.515625,65254.953125
O15498,YKT6,133789.34375,116885.8359375,119123.2421875,138221.75,138288.875,140329.328125
O15504,NUPL2,6372.3115234375,5083.166015625,4718.763671875,4807.05322265625,5405.904296875,3692.5654296875
O15511,ARPC5,39430.375,33748.5,38747.79296875,37424.52734375,42628.6640625,39364.95703125
O15514,POLR2D,15996.017578125,14369.771484375,12834.689453125,11816.8623046875,15793.7138671875,16879.998046875
O15523,DDX3Y,35479.46875,32296.3359375,36238.046875,34172.64453125,30713.330078125,33927.0390625
O15525,MAFG,11403.73828125,17637.2578125,14863.44140625,17809.900390625,15365.078125,18035.99609375
O15530,PDPK1,773.7605590820312,2182.4453125,2254.95458984375,2429.316162109375,2504.7685546875,2919.324462890625
O15533,TAPBP,38604.41796875,35038.59765625,38072.4765625,42084.375,37434.3828125,36218.74609375
O15541,RNF113A,17036.470703125,16116.33203125,14792.2626953125,15099.3486328125,15103.9765625,14032.5048828125
O43143,DHX15,347151.71875,325643.5625,345594.4375,352583.125,351611,359047.65625
O43148,RNMT,55380.3359375,45264.5625,46607.4765625,51097.3671875,49362.796875,51191.796875
O43149,ZZEF1,6082.7431640625,5350.17919921875,7305.89599609375,7778.98876953125,7388.60009765625,7747.0693359375
O43156,TTI1,14087.767578125,13306.5380859375,13113.8046875,11393.689453125,13516.1943359375,12983.80078125
O43159,RRP8,100000.28125,98841.859375,95977.6953125,108719.4921875,107517.0078125,105067.90625
O43169,CYB5B,142929.59375,130090.984375,138305.296875,158340.8125,151753.9375,150493.25
O43172,PRPF4,88043.234375,82103.84375,89769.6796875,86840.4453125,90180.5703125,92537.6875
O43175,PHGDH,133378.078125,122249.703125,130751.6171875,130866.59375,138508,134929.078125
O43181,NDUFS4,76197.890625,65466.6484375,70355.96875,76747.09375,73191.546875,79208.78125
O43237,DYNC1LI2,81458.140625,71907.4375,78605.453125,77924.90625,78812.78125,80914.1171875
O43242,PSMD3,159290.71875,149606.078125,155588.84375,163017.921875,162731.015625,162820.3125
O43251,RBFOX2,76965.8125,77621.375,95506.546875,90447.1875,86391.5390625,92855.3828125
O43252,PAPSS1,59574.7421875,60293.625,61901.765625,55652.84765625,66655.046875,62748.90234375
O43264,ZW10,45221.1171875,38014.24609375,43832.8046875,42230.19140625,43483.421875,44395.51171875
O43290,SART1,109661.6171875,100960.8984375,110223.0546875,111572.140625,119820.5,120272
O43291,SPINT2,32870.94140625,32503.990234375,35877.03125,61130.69921875,59649.06640625,64475.9140625
O43292,GPAA1,40210.6953125,37744.140625,38924.42578125,36433.9765625,40535.13671875,39676.41796875
O43293,DAPK3,32565.294921875,22359.29296875,26337.970703125,23838.587890625,28732.359375,23075.482421875
O43299,AP5Z1,156135.90625,146886.671875,162629.8125,143376.8125,133198.9375,148721.6875
O43301,HSPA12A,19893.251953125,19262.931640625,18803.83203125,18857.12109375,21515.66796875,14814.958984375
O43314,PPIP5K2,1997.574462890625,1293.3470458984375,3270.572265625,2611.461669921875,1941.906005859375,2222.51318359375
O43324,EEF1E1,66615.34375,58187.24609375,61732.70703125,52167.09375,57917.015625,57348.77734375
O43325,LYRM1,3473.8359375,2329.877197265625,2794.09033203125,4177.4541015625,2824.628662109375,2011.90234375
O43345,ZNF208,2554.749755859375,2613.446533203125,4555.95263671875,NaN,2982.462646484375,947.0196533203125
O43390,HNRNPR,1086762.875,1022515.3125,1111763.125,1052039.375,1135716,1126849.375
O43395,PRPF3,81393.484375,79605.0078125,80446.75,87907.8359375,92053.1171875,92728.71875
O43396,TXNL1,144675.671875,128835.6875,138533.453125,140369.921875,134586.265625,131844.90625
O43399,TPD52L2,251548.453125,215403.609375,257581.875,239484.28125,277046.34375,245675.140625
O43402,EMC8,27044.798828125,21681.677734375,24270.599609375,29426.2109375,32585.359375,34830.06640625
O43414,ERI3,19027.37109375,19361.791015625,24831.486328125,11633.1005859375,9894.4375,16476.548828125
O43422,PRKRIR,8778.1103515625,7166.330078125,8664.15625,5654.2333984375,8296.453125,8322.4892578125
O43427,FIBP,5867.01953125,5279.68310546875,3765.298583984375,4368.5810546875,4623.0380859375,4452.3310546875
O43432,EIF4G3,15464.666015625,14882.6259765625,16038.982421875,16157.7783203125,16240.9814453125,15860.546875
O43447,PPIH,64430.55078125,63352.7265625,63376.5234375,69268.9296875,64980.53125,69570.6484375
O43464,HTRA2,16752.275390625,14682.9990234375,15470.6884765625,18775.75390625,14295.248046875,18591.623046875
O43488,AKR7A2,8995.7373046875,7142.0830078125,8854.0517578125,8393.3037109375,5802.466796875,9339.3095703125
O43491,EPB41L2,119027.71875,109038.2265625,113002.796875,121900.796875,121980.640625,129642.90625
O43493,TGOLN2,69719.4921875,60573.2734375,60700.81640625,74339.6796875,62062.57421875,69040.4453125
O43502,RAD51C,7982.96875,8322.033203125,7424.01708984375,8201.2353515625,7298.19970703125,6948.2548828125
O43504,LAMTOR5,74577.1875,75119.1015625,83607.8671875,85895.921875,94602.921875,93140.671875
O43505,B4GAT1,9791.443359375,12342.580078125,9333.8427734375,10366.6103515625,8223.080078125,10401.7578125
O43542,XRCC3,10214.6982421875,5730.57666015625,6946.5546875,7390.962890625,5114.3408203125,8137.46337890625
O43548,TGM5,23806.48828125,21214.5234375,25596.81640625,29977.11328125,25497.88671875,28220.1328125
O43570,CA12,173805.15625,150930.46875,152663.28125,158069.078125,161296.953125,167760.96875
O43583,DENR,145606.875,132098.296875,140553.4375,144615.453125,143935.015625,151709.421875
O43592,XPOT,49693.4453125,43193.3359375,47454.86328125,47233.44140625,47246.18359375,45931.13671875
O43598,DNPH1,29618.966796875,30406,31595.2734375,33927.81640625,29820.87109375,33424.8828125
O43615,TIMM44,125976.3359375,113677.09375,122570.03125,121983.203125,134589.875,133827.921875
O43617,TRAPPC3,29310.232421875,30244.47265625,31150.79296875,31129.81640625,28974,31290.24609375
O43633,CHMP2A,142225.734375,145606.421875,111594.90625,124287.90625,96258.390625,118791.625
O43657,TSPAN6,13684.916015625,20362.6640625,17723.04296875,24012.05078125,19403.044921875,17070.8671875
O43660,PLRG1,102074.984375,90968.328125,97994.5078125,107403.2890625,105275.59375,104276.3125
O43663,PRC1,37063.6953125,35806.69140625,32779.6015625,37593.53125,50408.1796875,42521.59375
O43665,RGS10,12274.8408203125,8360.236328125,8895.37109375,9656.4306640625,9954.5908203125,6231.3857421875
O43670,ZNF207,269776.25,242192.765625,265295.03125,274067.5625,261801,264001.375
O43674,NDUFB5,86967.8671875,75003.9453125,71703.3515625,80361.28125,80537.3359375,71333.1484375
O43676,NDUFB3,67304.8828125,44380.44140625,55223.54296875,62662.36328125,64436.46875,61903.2578125
O43677,NDUFC1,17725.76171875,17531.619140625,23120.490234375,17922.537109375,16382.080078125,17220.69921875
O43678,NDUFA2,22265.181640625,21557.08984375,19210.4140625,20707.88671875,23527.2890625,22446.984375
O43681,ASNA1,69821.171875,70845.7890625,78245.640625,72085.640625,75480.3984375,76138.1171875
O43684,BUB3,365257.21875,327750.03125,347691.1875,377801.65625,391971.46875,389521.875
O43688,PLPP2,64875.70703125,61306.875,71714.1171875,80143.5859375,72394.3203125,57674.01171875
O43707,ACTN4,1229238.25,1155943.25,1218645.5,1238085.625,1275112,1293919.625
O43708,GSTZ1,8372.603515625,8630.109375,8697.1904296875,7659.42431640625,8266.5029296875,9016.9296875
O43709,WBSCR22,68152.15625,66081.234375,70594.484375,71684.0078125,68177.9140625,74840.5078125
O43715,TRIAP1,12030.3955078125,10936.740234375,12416.8837890625,13336.6533203125,13623.419921875,14934.5693359375
O43719,HTATSF1,101256.2734375,101517.1875,110580.3203125,110306.6484375,106000.0390625,103964.890625
O43747,AP1G1,111402.8671875,104667.890625,117504.1640625,112469.3984375,109960.9140625,121591.0859375
O43752,STX6,12278.513671875,15913.5263671875,15564.5615234375,16986.177734375,19811.359375,19863.859375
O43759,SYNGR1,30905.32421875,20881.099609375,20918.3515625,26203.48046875,11914.2919921875,21677.203125
O43760,SYNGR2,834358,750406.0625,816911.5625,908982.5625,922487.125,946776.25
O43761,SYNGR3,28902.646484375,29476.564453125,30227.587890625,41797.1484375,28409.724609375,32903.41796875
O43765,SGTA,153313.46875,136851.09375,157740.765625,178341.265625,171814.640625,170030.59375
O43768,ENSA,49512.6640625,44963.21484375,51042.90625,36757.7421875,46374.078125,52526.08203125
O43772,SLC25A20,34035.6328125,31305.921875,28771.556640625,37949.37890625,38618.9140625,34509.1875
O43776,NARS,239367.8125,235769.953125,240413.21875,243007.90625,259392.828125,257777.21875
O43795,MYO1B,71632.921875,67361.1796875,71047.578125,68135.46875,71531.03125,72509.4453125
O43805,SSNA1,23019.4375,22779.212890625,19116.875,19944.3359375,19527.8046875,20913.662109375
O43808,SLC25A17,26445.78125,29834.359375,29837.349609375,27412.28515625,27018.90625,19338.982421875
O43809,NUDT21,317252.53125,300971.03125,336314.28125,328054.25,326418.28125,319334.65625
O43813,LANCL1,34757.5703125,33496.078125,39007.265625,38744.94921875,38168.58203125,45746.85546875
O43815,STRN,26532.072265625,23502.48828125,25819.375,26972.466796875,32444.4375,27947.673828125
O43818,RRP9,145008,131190.25,145809.125,154700.5,161643.15625,162044.6875
O43819,SCO2,44616.75,35748.65234375,39948.859375,41094.46875,38282.97265625,36845.015625
O43823,AKAP8,60644.7109375,59388.7265625,64839.5859375,74537.7421875,73887.9140625,79296.1015625
O43824,GTPBP6,29680.068359375,22948.12890625,26446.802734375,24943.201171875,26262.18359375,24881.90625
O43826,SLC37A4,21014.34375,19424.4375,19554.087890625,25274.896484375,26601.583984375,24907.05859375
O43837,IDH3B,183857.84375,173575.609375,184379,193813.109375,203584.5625,203302.0625
O43847,NRDC,36966.80078125,32533.55078125,33405.8984375,38009.66015625,40505.09375,38179.76171875
O43852,CALU,358995.5,338683.21875,348686.53125,361753.25,357828.96875,375612.3125
O43865,AHCYL1,96529.59375,89938,95802.0703125,101805.171875,98396.6015625,104080.859375
O43913,ORC5,13891.7451171875,14546.140625,17003.615234375,15118.685546875,19793.984375,18500.51953125
O43920,NDUFS5,74152.4375,63128.1875,76411.4375,76399.2265625,72423.7421875,79050.2890625
O43929,ORC4,16271.90625,14696.3369140625,14512.4052734375,17327.46875,17295.642578125,16633.236328125
O60216,RAD21,83737.1640625,80331.671875,86838.0546875,87528.6796875,89778.046875,89871.9765625
O60218,AKR1B10,3578773.25,3363849.5,3541844.75,3721166.25,3717298,3785532.75
O60220,TIMM8A,16361.9677734375,15151.841796875,17339.4296875,18490.685546875,18263.759765625,20149.4296875
O60231,DHX16,43222.53125,36953.921875,40142.69140625,43767.5078125,46974.64453125,43718.72265625
O60232,SSSCA1,31419.208984375,31455.494140625,25018.654296875,24244.125,27537.59765625,17373.125
O60244,MED14,12475.3603515625,10446.8779296875,12921.6064453125,13451.49609375,14749.529296875,12635.2880859375
O60256,PRPSAP2,36448.8828125,34741.23046875,35930.05859375,35668.34765625,42131.66796875,37579.58984375
O60264,SMARCA5,173480.921875,166188.890625,181569.390625,175009.328125,180186.28125,184345.21875
O60271,SPAG9,69318.7578125,67617.0390625,72396.9140625,76318.046875,74843.8515625,81143.7890625
O60287,URB1,26133.634765625,25521.724609375,23600.6328125,23885.439453125,25170.099609375,29575.173828125
O60292,SIPA1L3,25944.89453125,24142.572265625,26534.4765625,25122.435546875,22636.533203125,28928.236328125
O60306,AQR,68902,62071.8671875,62828.01953125,73443.5078125,73215.2578125,67381.4921875
O60313,OPA1,60723.0625,58310.8359375,59792.80078125,59799.0703125,64052.19140625,64988.1875
O60318,MCM3AP,12275.6982421875,12782.794921875,15500.6123046875,12246.50390625,15636.4814453125,12920.0703125
O60333,KIF1B,3311.247802734375,3134.029052734375,3240.487060546875,3077.7236328125,1808.5677490234375,2553.111572265625
O60341,KDM1A,204868.21875,187695.734375,200857.765625,207564.09375,227000.515625,236129.0625
O60427,FADS1,43309.44921875,39903.4765625,47196.69140625,41471.58984375,44463.2734375,45868.75
O60437,PPL,14901.1611328125,14464.0927734375,14720.77734375,13771.939453125,14971.16796875,16697.822265625
O60462,NRP2,8108.7451171875,4395.673828125,6739.7236328125,10169.2412109375,9199.9345703125,8697.44921875
O60476,MAN1A2,11496.396484375,13099.673828125,10222.2978515625,12204.09375,9393.4345703125,12820.0283203125
O60488,ACSL4,77499.84375,62831.234375,78961.25,73776.15625,80928.828125,78789.890625
O60493,SNX3,63674.3671875,65745.3515625,68340.9296875,77924.96875,77275.15625,79126.9453125
O60499,STX10,27003.1015625,26559.123046875,28122.78515625,32828.21484375,33387.3828125,32607.29296875
O60502,MGEA5,25623.556640625,24270.220703125,25804.3046875,26862.142578125,28041.462890625,29062.365234375
O60504,SORBS3,29964.029296875,26755.396484375,27023.18359375,28889.248046875,28963.41015625,28496.1171875
O60506,SYNCRIP,524217.15625,488666.65625,557627.5,535321.9375,601124.9375,576173.4375
O60508,CDC40,29107.634765625,27775.849609375,27783.37109375,32005.28515625,31644.728515625,32107.998046875
O60513,B4GALT4,19844.974609375,20587.90625,24592.6484375,26915.884765625,23712.4140625,25389.984375
O60518,RANBP6,43554.76953125,42374.140625,35692.75390625,50290.59375,39096.63671875,54577.76953125
O60524,NEMF,31203.4140625,27062.4140625,32798.3359375,34360.97265625,32569.517578125,34565.0703125
O60551,NMT2,23794.705078125,13932.380859375,15518.6298828125,15918.9912109375,17193.640625,19520.5546875
O60563,CCNT1,28508.53515625,26617.748046875,31417.66015625,28292.607421875,28504.041015625,32818.4609375
O60568,PLOD3,129672.6484375,116760.6796875,117054.484375,121255.6328125,131220.6875,133479.0625
O60573,EIF4E2,15300.583984375,12412.8779296875,12455.185546875,12932.5419921875,10826.3671875,14420.4755859375
O60610,DIAPH1,94773.109375,94455.2890625,99924.0234375,100418.328125,107061.2734375,102616.9375
O60637,TSPAN3,48630.91015625,47034.921875,50537.734375,87570.046875,88195.4453125,95638.078125
O60664,PLIN3,142944.296875,139402.28125,153126.84375,159230.609375,168918.734375,163244.5625
O60678,PRMT3,63640.96875,46757.96875,59028.1640625,59704.30078125,56284.2109375,65465.74609375
O60684,KPNA6,129745.1796875,119905.0703125,129996.0390625,133549.921875,141857.90625,146698.578125
O60701,UGDH,1990642,1922019.75,1984729.5,2030716.375,2143357.75,2124621.25
O60716,CTNND1,352873.6875,339368.75,357096.65625,373807.78125,381633.1875,394936.40625
O60725,ICMT,11117.318359375,13548.3271484375,13554.9033203125,12455.50390625,14379.8349609375,11798.8095703125
O60739;P41567,EIF1B;EIF1,46067.05078125,36646.07421875,45868.62109375,47582.578125,47563.45703125,48377.34375
O60749,SNX2,75134.0703125,72261.3359375,78111.34375,82415.09375,84973.734375,87275.8671875
O60762,DPM1,102810.53125,92158.8046875,100502.3828125,105921.09375,112340.578125,108589.1015625
O60763,USO1,77462.8984375,72068.171875,74392.2265625,77690.4765625,74281.703125,76663.34375
O60783,MRPS14,29709.466796875,31767.3359375,28834.90234375,33781.13671875,30174.58203125,29597.029296875
O60784,TOM1,8320.1494140625,8171.935546875,10628.951171875,7096.9228515625,6794.69140625,5751.42822265625
O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879;Q99880,HIST1H2BK;H2BFS;HIST1H2BD;HIST1H2BC;HIST2H2BF;HIST1H2BH;HIST1H2BN;HIST1H2BM;HIST1H2BL,31488632,30306822,31205818,32819510,33440466,34306064
O60826,CCDC22,25242.552734375,24380.74609375,31393.501953125,23764.73828125,28541.197265625,26903.986328125
O60828,PQBP1,143440.546875,137156.0625,136953.21875,153092.125,158883.84375,162230.828125
O60830,TIMM17B,18933.80859375,15754.54296875,15950.900390625,19074.44140625,14932.2578125,17752.26171875
O60831,PRAF2,79442.859375,73388.21875,80491.7578125,77523.203125,76865.3203125,79739.6171875
O60832,DKC1,277633.5,261659.328125,279140.78125,275560.25,284005.1875,274327.0625
O60841,EIF5B,156003.015625,146402.90625,150612.078125,149744.140625,154672.046875,158683.21875
O60869,EDF1,140983.359375,126457.1015625,129697.1171875,142970.765625,149954.546875,132974.234375
O60870,KIN,18587.548828125,14794.287109375,20172.8046875,18330.4375,15161.052734375,17439.033203125
O60884,DNAJA2,321414.65625,274721.21875,301935.03125,331233.1875,336791.09375,339680.4375
O60885,BRD4,63497.44921875,57924.0859375,61656.28515625,72801.3125,72276.3828125,65790.8828125
O60888,CUTA,61226.8515625,78629.359375,61809.50390625,52068.64453125,70658.8984375,65183.63671875
O60906,SMPD2,702.4129638671875,4283.1875,4856.2314453125,3957.056396484375,2392.291015625,4403.58544921875
O60907,TBL1X,2728.554443359375,2325.5185546875,4270.9140625,6534.400390625,3656.421875,NaN
O60925,PFDN1,111242.828125,102728.2578125,104572.7265625,100681.9921875,111055.484375,111132.1953125
O60927,PPP1R11,5407.634765625,4176.92041015625,8334.64453125,6222.01513671875,3904.044677734375,2674.35205078125
O60930,RNASEH1,9997.8876953125,8217.638671875,13044.9794921875,11158.10546875,12326.064453125,12587.974609375
